title,address,access,age,floor,rent,management_fee,deposit,gratuity,room_layout,area
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
15階",12万円,10000円,12万円,-,1K,22.91m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
10階",12万円,10000円,12万円,-,1K,22.91m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
14階",12.2万円,10000円,-,12.2万円,1K,24.04m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
17階",12.2万円,10000円,12.2万円,-,1K,23.89m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
10階",12.5万円,10000円,12.5万円,12.5万円,1K,25.76m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
18階",12.5万円,10000円,12.5万円,-,1K,24.04m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
18階",12.5万円,10000円,-,12.5万円,1K,22.91m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
7階",12.5万円,10000円,-,12.5万円,1K,22.86m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
17階",12.5万円,10000円,12.5万円,-,1K,21.47m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
13階",12.6万円,10000円,-,12.6万円,1K,25.76m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
17階",12.7万円,10000円,12.7万円,-,1K,23.89m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
20階",13万円,10000円,13万円,-,1K,23.89m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
19階",14万円,10000円,14万円,-,1K,25.76m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
22階",22万円,18000円,22万円,22万円,1LDK,45.82m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
22階",22.4万円,18000円,22.4万円,22.4万円,1LDK,45.82m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
28階",22.7万円,18000円,22.7万円,22.7万円,1LDK,47.74m2
ファーストリアルタワー新宿,東京都新宿区西新宿７,"
都営大江戸線/新宿西口駅 歩4分
ＪＲ山手線/新宿駅 歩8分
西武新宿線/西武新宿駅 歩5分
","
築16年
地下2地上32階建
","
3階",26.5万円,10000円,26.5万円,-,1K,53.2m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
2階",7.05万円,12000円,7.05万円,14.1万円,1K,21m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
4階",8.3万円,12000円,8.3万円,16.6万円,1K,25m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
9階",9万円,6000円,9万円,-,1K,21.36m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
7階",9.2万円,6000円,9.2万円,9.2万円,1K,21.36m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
11階",9.2万円,6000円,9.2万円,-,1K,20.52m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
11階",9.3万円,6000円,9.3万円,-,1K,21.36m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
11階",9.4万円,6000円,9.4万円,-,1K,21.36m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
10階",9.4万円,6000円,9.4万円,9.4万円,1K,20.52m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
11階",9.4万円,6000円,9.4万円,9.4万円,1K,20.52m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
7階",9.5万円,6000円,9.5万円,9.5万円,1K,23.4m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
7階",9.7万円,6000円,9.7万円,-,1K,23.4m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
7階",9.9万円,6000円,9.9万円,-,1K,24.57m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
10階",9.9万円,6000円,9.9万円,-,1K,23.4m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
7階",10万円,6000円,10万円,-,1K,25.24m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
10階",10.1万円,6000円,10.1万円,10.1万円,1K,23.4m2
東京メトロ副都心線 東新宿駅 14階建 築14年,東京都新宿区大久保２,"
東京メトロ副都心線/東新宿駅 歩3分
都営大江戸線/東新宿駅 歩5分
ＪＲ山手線/新大久保駅 歩10分
","
築14年
14階建
","
7階",10.2万円,6000円,10.2万円,10.2万円,1K,24.57m2
グランカーサ新宿御苑,東京都新宿区新宿１,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
都営新宿線/新宿三丁目駅 歩6分
都営大江戸線/東新宿駅 歩14分
","
築19年
14階建
","
5階",11.5万円,8000円,11.5万円,11.5万円,ワンルーム,30.3m2
グランカーサ新宿御苑,東京都新宿区新宿１,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
都営新宿線/新宿三丁目駅 歩6分
都営大江戸線/東新宿駅 歩14分
","
築19年
14階建
","
3階",11.6万円,8000円,11.6万円,11.6万円,ワンルーム,30.3m2
グランカーサ新宿御苑,東京都新宿区新宿１,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
都営新宿線/新宿三丁目駅 歩6分
都営大江戸線/東新宿駅 歩14分
","
築19年
14階建
","
9階",11.8万円,8000円,11.8万円,11.8万円,ワンルーム,30.3m2
グランカーサ新宿御苑,東京都新宿区新宿１,"
東京メトロ丸ノ内線/新宿御苑前駅 歩5分
都営新宿線/新宿三丁目駅 歩6分
都営大江戸線/東新宿駅 歩14分
","
築19年
14階建
","
9階",14.9万円,8000円,14.9万円,14.9万円,1LDK,36.25m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
1階",6.9万円,6000円,-,-,1K,20.33m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
2階",7.2万円,7000円,-,7.2万円,1K,20.41m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
2階",7.4万円,5000円,7.4万円,7.4万円,1K,20.33m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
2階",7.4万円,5000円,7.4万円,7.4万円,1K,20.33m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
1階",7.2万円,8000円,7.2万円,7.2万円,1K,20.41m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
1階",8万円,-,8万円,8万円,1K,20.33m2
西武新宿線 下落合駅 7階建 築19年,東京都新宿区上落合１,"
西武新宿線/下落合駅 歩4分
都営大江戸線/中井駅 歩6分
東京メトロ東西線/落合駅 歩9分
","
築19年
7階建
","
4階",7.6万円,8000円,-,-,1K,20.89m2
都営大江戸線 若松河田駅 6階建 築17年,東京都新宿区河田町,"
都営大江戸線/若松河田駅 歩6分
都営新宿線/曙橋駅 歩8分
都営大江戸線/牛込柳町駅 歩10分
","
築17年
6階建
","
5階",9万円,5000円,-,-,1K,20.5m2
都営大江戸線 若松河田駅 6階建 築17年,東京都新宿区河田町,"
都営大江戸線/若松河田駅 歩6分
都営新宿線/曙橋駅 歩8分
都営大江戸線/牛込柳町駅 歩10分
","
築17年
6階建
","
6階",9万円,5000円,-,-,1K,19.68m2
都営大江戸線 若松河田駅 6階建 築17年,東京都新宿区河田町,"
都営大江戸線/若松河田駅 歩6分
都営新宿線/曙橋駅 歩8分
都営大江戸線/牛込柳町駅 歩10分
","
築17年
6階建
","
6階",9.3万円,6000円,9.3万円,9.3万円,1K,17.94m2
都営大江戸線 若松河田駅 6階建 築17年,東京都新宿区河田町,"
都営大江戸線/若松河田駅 歩6分
都営新宿線/曙橋駅 歩8分
都営大江戸線/牛込柳町駅 歩10分
","
築17年
6階建
","
4階",9.3万円,6000円,9.3万円,9.3万円,1K,17.94m2
都営大江戸線 若松河田駅 6階建 築17年,東京都新宿区河田町,"
都営大江戸線/若松河田駅 歩6分
都営新宿線/曙橋駅 歩8分
都営大江戸線/牛込柳町駅 歩10分
","
築17年
6階建
","
6階",9.4万円,6000円,9.4万円,9.4万円,1K,20.5m2
都営大江戸線 若松河田駅 6階建 築17年,東京都新宿区河田町,"
都営大江戸線/若松河田駅 歩6分
都営新宿線/曙橋駅 歩8分
都営大江戸線/牛込柳町駅 歩10分
","
築17年
6階建
","
6階",10万円,5000円,-,-,1K,19.68m2
エスタシオン西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩2分
東京メトロ丸ノ内線/中野坂上駅 歩15分
京王新線/初台駅 歩16分
","
築24年
地下2地上11階建
","
3階",15.4万円,8000円,15.4万円,15.4万円,1LDK,57.83m2
エスタシオン西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩2分
東京メトロ丸ノ内線/中野坂上駅 歩15分
京王新線/初台駅 歩16分
","
築24年
地下2地上11階建
","
6階",16.6万円,8000円,16.6万円,16.6万円,1LDK,59.09m2
都営大江戸線 西新宿五丁目駅 10階建 築20年,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩6分
都営大江戸線/都庁前駅 歩9分
東京メトロ丸ノ内線/西新宿駅 歩10分
","
築20年
10階建
","
8階",8.7万円,7000円,8.7万円,-,ワンルーム,23.26m2
都営大江戸線 西新宿五丁目駅 10階建 築20年,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩6分
都営大江戸線/都庁前駅 歩9分
東京メトロ丸ノ内線/西新宿駅 歩10分
","
築20年
10階建
","
3階",12.8万円,7000円,12.8万円,-,ワンルーム,32.38m2
都営大江戸線 西新宿五丁目駅 10階建 築20年,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩6分
都営大江戸線/都庁前駅 歩9分
東京メトロ丸ノ内線/西新宿駅 歩10分
","
築20年
10階建
","
3階",13万円,7000円,13万円,-,ワンルーム,34.54m2
都営大江戸線 西新宿五丁目駅 10階建 築20年,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩6分
都営大江戸線/都庁前駅 歩9分
東京メトロ丸ノ内線/西新宿駅 歩10分
","
築20年
10階建
","
5階",13.1万円,7000円,13.1万円,-,ワンルーム,34.54m2
都営大江戸線 西新宿五丁目駅 10階建 築20年,東京都新宿区西新宿６,"
都営大江戸線/西新宿五丁目駅 歩6分
都営大江戸線/都庁前駅 歩9分
東京メトロ丸ノ内線/西新宿駅 歩10分
","
築20年
10階建
","
7階",13.7万円,7000円,13.7万円,-,ワンルーム,34.54m2
U-PLANT,東京都新宿区中落合３,"
西武新宿線/中井駅 歩8分
都営大江戸線/落合南長崎駅 歩8分
東京メトロ東西線/落合駅 歩14分
","
築4年
地下1地上3階建
","
1階",12.1万円,6000円,12.1万円,12.1万円,1DK,39.66m2
U-PLANT,東京都新宿区中落合３,"
西武新宿線/中井駅 歩8分
都営大江戸線/落合南長崎駅 歩8分
東京メトロ東西線/落合駅 歩14分
","
築4年
地下1地上3階建
","
1階",15万円,6000円,15万円,15万円,1LDK,48.49m2
ルミエール下落合,東京都新宿区下落合４,"
ＪＲ山手線/高田馬場駅 歩10分
ＪＲ山手線/目白駅 歩11分
西武新宿線/下落合駅 歩6分
","
築4年
3階建
","
2階",14.8万円,7000円,14.8万円,14.8万円,1LDK,47.15m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
2階",8.65万円,9000円,8.65万円,17.3万円,1K,22.28m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
2階",8.7万円,9000円,8.7万円,17.4万円,1K,22.6m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
5階",8.9万円,9000円,8.9万円,17.8万円,1K,22.28m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
5階",8.9万円,9000円,8.9万円,17.8万円,1K,22.28m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
11階",8.9万円,9000円,8.9万円,17.8万円,1K,21.61m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
14階",9.35万円,9000円,9.35万円,18.7万円,1K,22.62m2
グランド・ガーラ新宿,東京都新宿区北新宿１,"
東京メトロ丸ノ内線/西新宿駅 歩7分
ＪＲ総武線/大久保駅 歩5分
ＪＲ山手線/新宿駅 歩12分
","
築15年
15階建
","
13階",9.6万円,9000円,9.6万円,19.2万円,1K,22.62m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",6.9万円,9500円,6.9万円,6.9万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",6.9万円,9500円,6.9万円,6.9万円,1K,20.41m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",6.9万円,9500円,6.9万円,6.9万円,1K,20.41m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7万円,9000円,7万円,7万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7万円,9000円,7万円,7万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7万円,9500円,7万円,7万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7万円,9500円,7万円,7万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7万円,9500円,7万円,7万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7.2万円,9000円,7.2万円,7.2万円,1K,21.84m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
1階",7.3万円,9000円,7.3万円,10.95万円,1K,20.41m2
ガラ・ステージ西新宿,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩4分
都営大江戸線/都庁前駅 歩8分
東京メトロ丸ノ内線/西新宿駅 歩11分
","
築21年
7階建
","
2階",8.6万円,9000円,-,8.6万円,1K,26.14m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
5階",7.3万円,7000円,7.3万円,7.3万円,ワンルーム,21.25m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
2階",7.3万円,7000円,7.3万円,7.3万円,ワンルーム,20.38m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
4階",8.1万円,7000円,8.1万円,8.1万円,ワンルーム,21.25m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
5階",8.1万円,7000円,8.1万円,8.1万円,1K,21.23m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
6階",8.2万円,7000円,8.2万円,-,ワンルーム,21.25m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
9階",8.3万円,7000円,8.3万円,-,ワンルーム,21.23m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
11階",8.5万円,7000円,8.5万円,8.5万円,1K,24.03m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
12階",8.9万円,7000円,8.9万円,8.9万円,1K,24.03m2
パークヒルズ落合,東京都新宿区上落合１,"
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩9分
西武新宿線/下落合駅 歩7分
","
築23年
12階建
","
12階",9.1万円,7000円,9.1万円,9.1万円,1K,25.48m2
リブリ・オークスハイツ,東京都新宿区中落合４,"
都営大江戸線/落合南長崎駅 歩8分
都営大江戸線/中井駅 歩7分
西武新宿線/中井駅 歩7分
","
築5年
2階建
","
1階",8.3万円,4000円,-,-,1K,27.53m2
リブリ・オークスハイツ,東京都新宿区中落合４,"
都営大江戸線/落合南長崎駅 歩8分
都営大江戸線/中井駅 歩7分
西武新宿線/中井駅 歩7分
","
築5年
2階建
","
1階",8.5万円,4000円,-,8.5万円,1K,27.53m2
リブリ・オークスハイツ,東京都新宿区中落合４,"
都営大江戸線/落合南長崎駅 歩8分
都営大江戸線/中井駅 歩7分
西武新宿線/中井駅 歩7分
","
築5年
2階建
","
1階",8.6万円,4000円,-,4.3万円,1K,28.98m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
1階",9.4万円,10000円,9.4万円,9.4万円,ワンルーム,22.38m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
2階",10万円,10000円,10万円,10万円,1K,24.63m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
3階",10.1万円,10000円,10.1万円,10.1万円,1K,24.69m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
3階",10.1万円,10000円,10.1万円,10.1万円,1K,24.69m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
4階",12.8万円,10000円,12.8万円,12.8万円,1DK,30.57m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
4階",13万円,10000円,13万円,13万円,1DK,30.57m2
レジディア西新宿2,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
都営大江戸線/新宿駅 歩17分
","
築15年
地下1地上4階建
","
3階",13.5万円,10000円,13.5万円,13.5万円,1LDK,31.76m2
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
5階",9.5万円,6000円,9.5万円,-,ワンルーム,27.04m2
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
9階",10.2万円,6000円,10.2万円,-,ワンルーム,27.04m2
