title,address,access,age,floor,rent,management_fee,deposit,gratuity,room_layout,area
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
3階",10.6万円,6000円,10.6万円,-,ワンルーム,30.42m2
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
3階",10.9万円,6000円,10.9万円,-,ワンルーム,30.42m2
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
4階",11万円,6000円,11万円,-,ワンルーム,33.8m2
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
5階",11.1万円,6000円,11.1万円,-,ワンルーム,30.42m2
レジデンス江戸川橋,東京都新宿区水道町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩9分
ＪＲ総武線/飯田橋駅 歩13分
","
築22年
10階建
","
9階",11.4万円,6000円,11.4万円,-,ワンルーム,30.42m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
2階",10.5万円,15000円,-,-,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.1万円,10500円,-,11.1万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.1万円,10500円,-,11.1万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
3階",11.3万円,10500円,-,11.3万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.4万円,10500円,-,11.4万円,1K,28.49m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
3階",11.4万円,10500円,-,11.4万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
3階",11.4万円,10500円,-,11.4万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
4階",11.5万円,10500円,-,11.5万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
4階",11.5万円,10500円,-,11.5万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
4階",11.5万円,10500円,-,11.5万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
3階",11.5万円,10500円,-,11.5万円,1K,25.65m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
4階",11.6万円,10500円,-,11.6万円,1K,25.65m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
3階",11.7万円,10500円,-,11.7万円,1K,28.49m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.8万円,10500円,-,11.8万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.8万円,10500円,-,11.8万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.8万円,10500円,-,11.8万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.9万円,10500円,-,11.9万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.9万円,10500円,-,11.9万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.9万円,10500円,-,11.9万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",11.9万円,10500円,-,11.9万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",12万円,10500円,-,12万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",12万円,10500円,-,12万円,1K,25.81m2
クレヴィスタ高田馬場,東京都新宿区高田馬場３,"
ＪＲ山手線/高田馬場駅 歩9分
東京メトロ東西線/高田馬場駅 歩9分
西武新宿線/下落合駅 歩4分
","
築1年
6階建
","
1階",12万円,10500円,-,12万円,1K,25.81m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
2階",8.3万円,10000円,-,8.3万円,1K,22.59m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
7階",8.5万円,9000円,8.5万円,8.5万円,1K,20m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
7階",8.5万円,9000円,8.5万円,12.75万円,1K,20m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
7階",8.5万円,9000円,8.5万円,12.75万円,1K,20m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
2階",9万円,9000円,9万円,18万円,1K,23.92m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
2階",9万円,9000円,9万円,9万円,1K,23.92m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
12階",9.3万円,9000円,9.3万円,13.95万円,1K,23.92m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
12階",9.3万円,9000円,9.3万円,13.95万円,1K,23.92m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
6階",9.2万円,10000円,9.2万円,9.2万円,1K,23.92m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
14階",11.1万円,9000円,11.1万円,11.1万円,1K,27.54m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
14階",11.1万円,9000円,11.1万円,11.1万円,1K,27.45m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
14階",11.1万円,9000円,11.1万円,11.1万円,1K,27.54m2
ガラ・ステーション四谷三丁目,東京都新宿区舟町,"
東京メトロ丸ノ内線/四谷三丁目駅 歩1分
都営新宿線/曙橋駅 歩6分
ＪＲ中央線/四ツ谷駅 歩12分
","
築19年
14階建
","
14階",11.4万円,9000円,11.4万円,11.4万円,1K,27.54m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
4階",10.1万円,8000円,10.1万円,12.12万円,1K,25.41m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
5階",10.9万円,8000円,10.9万円,10.9万円,1K,29.14m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
5階",11.3万円,8000円,11.3万円,13.56万円,1K,29.14m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
4階",16万円,12000円,16万円,19.2万円,1LDK,40.98m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
11階",16.1万円,12000円,16.1万円,8.05万円,1LDK,40.98m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
2階",21.1万円,12000円,21.1万円,31.65万円,2LDK,56.56m2
ヴェルデュール高田馬場,東京都新宿区高田馬場４,"
ＪＲ山手線/高田馬場駅 歩8分
西武新宿線/下落合駅 歩10分
東京メトロ東西線/落合駅 歩13分
","
築5年
13階建
","
4階",21.3万円,12000円,21.3万円,31.95万円,2LDK,56.56m2
都営大江戸線 落合南長崎駅 5階建 築16年,東京都新宿区中落合４,"
都営大江戸線/落合南長崎駅 歩7分
西武新宿線/中井駅 歩9分
西武新宿線/下落合駅 歩11分
","
築16年
5階建
","
4階",7.7万円,7000円,7.7万円,7.7万円,1K,20.63m2
都営大江戸線 落合南長崎駅 5階建 築16年,東京都新宿区中落合４,"
都営大江戸線/落合南長崎駅 歩7分
西武新宿線/中井駅 歩9分
西武新宿線/下落合駅 歩11分
","
築16年
5階建
","
4階",7.7万円,7000円,7.7万円,-,1K,20.16m2
エクスクルーシヴ中井,東京都新宿区中井２,"
西武新宿線/中井駅 歩5分
東京メトロ東西線/落合駅 歩13分
都営大江戸線/落合南長崎駅 歩9分
","
築33年
3階建
","
2階",4.9万円,3000円,4.9万円,-,ワンルーム,14.55m2
エクスクルーシヴ中井,東京都新宿区中井２,"
西武新宿線/中井駅 歩5分
東京メトロ東西線/落合駅 歩13分
都営大江戸線/落合南長崎駅 歩9分
","
築33年
3階建
","
3階",5.2万円,3000円,5.2万円,-,ワンルーム,11.66m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
11階",8.95万円,8500円,-,-,1K,20.88m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
11階",8.35万円,15000円,-,-,1K,20.88m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
10階",9.25万円,9500円,-,-,1K,20.88m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
6階",9.9万円,9500円,-,-,1K,23.71m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
3階",10.7万円,8500円,10.7万円,16.05万円,1K,23.71m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
3階",11万円,8500円,11万円,16.5万円,1K,23.71m2
コンシェリア新宿Ｎｏｒｔｈ－Ｏｎｅ,東京都新宿区北新宿１,"
ＪＲ山手線/新宿駅 歩10分
東京メトロ丸ノ内線/西新宿駅 歩8分
ＪＲ中央線/大久保駅 歩4分
","
築14年
13階建
","
3階",11.1万円,8500円,11.1万円,16.65万円,1K,23.71m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",12.4万円,10000円,12.4万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",12.4万円,10000円,12.4万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",12.4万円,10000円,12.4万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",12.4万円,10000円,12.4万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
3階",12.6万円,10000円,12.6万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
3階",12.6万円,10000円,12.6万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
3階",12.6万円,10000円,12.6万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
3階",12.7万円,10000円,12.7万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
4階",12.7万円,10000円,12.7万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
4階",12.7万円,10000円,12.7万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
4階",12.7万円,10000円,12.7万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
5階",12.8万円,10000円,12.8万円,12.8万円,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
5階",12.8万円,10000円,12.8万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
5階",12.8万円,10000円,12.8万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
3階",12.9万円,10000円,12.9万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
6階",12.9万円,10000円,12.9万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
6階",12.9万円,10000円,12.9万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
6階",12.9万円,10000円,12.9万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
6階",12.9万円,10000円,12.9万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
5階",13.1万円,10000円,13.1万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
8階",13.1万円,10000円,13.1万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
8階",13.1万円,10000円,13.1万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
6階",13.2万円,10000円,13.2万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
10階",13.2万円,10000円,13.2万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
10階",13.2万円,10000円,13.2万円,13.2万円,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
10階",13.2万円,10000円,13.2万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
10階",13.2万円,10000円,13.2万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
7階",13.3万円,10000円,13.3万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
12階",13.3万円,10000円,13.3万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
12階",13.3万円,10000円,13.3万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
12階",13.3万円,10000円,13.3万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
12階",13.3万円,10000円,13.3万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
9階",13.4万円,10000円,13.4万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
11階",13.5万円,10000円,13.5万円,-,1K,27.15m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
13階",13.5万円,10000円,13.5万円,13.5万円,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
13階",13.5万円,10000円,13.5万円,-,1K,26.12m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",19.3万円,12000円,19.3万円,-,1LDK,41.19m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",19.5万円,12000円,19.5万円,-,1LDK,41.42m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
2階",19.6万円,12000円,19.6万円,-,1LDK,41.57m2
プラウドフラット西早稲田,東京都新宿区西早稲田２,"
東京メトロ副都心線/西早稲田駅 歩1分
ＪＲ山手線/高田馬場駅 歩10分
東京メトロ東西線/早稲田駅 歩14分
","
新築
13階建
","
4階",19.8万円,12000円,19.8万円,-,1LDK,41.19m2
